node_id,row_id,label,name,properties
18,019a9539-fdc8-78f2-af9f-ab04ff83ff47,Organization,Phòng Văn hóa – Xã hội,"{""name"": ""Phòng Văn hóa – Xã hội"", ""addresss"": ""Xã Chư Prông, tỉnh Gia Lai"", ""profession"": ""Cơ quan chuyên môn thuộc UBND xã""}"
19,019a9539-fdc8-78f2-af9f-ab04ff83ff47,Organization,Trường tiểu học Phan Chu Trinh,"{""name"": ""Trường tiểu học Phan Chu Trinh"", ""addresss"": ""Xã Chư Prông, tỉnh Gia Lai"", ""profession"": ""Cơ sở giáo dục tiểu học""}"
20,019a9539-fdc8-78f2-af9f-ab04ff83ff47,Organization,Hội cha mẹ học sinh,"{""name"": ""Hội cha mẹ học sinh"", ""profession"": ""Tổ chức hỗ trợ nhà trường, gây quỹ tự nguyện""}"
21,019a9539-fdc8-78f2-af9f-ab04ff83ff47,Event,Các khoản thu đầu năm học,"{""name"": ""Các khoản thu đầu năm học"", ""summary"": ""Phụ huynh choáng váng với khoản thu gần 5 triệu đồng""}"
22,019a9539-fdc8-78f2-af9f-ab04ff83ff47,Event,Thông báo trả lại khoản thu,"{""name"": ""Thông báo trả lại khoản thu"", ""summary"": ""Trả lại tiền tiếng Anh, nước uống""}"
23,019a953a-05b6-75d2-9348-84ffc21133de,Event,Đường Lên Đỉnh Olympia,"{""name"": ""Đường Lên Đỉnh Olympia"", ""summary"": ""Câu đố hóc búa làm khó thí sinh""}"
24,019a953a-05b6-75d2-9348-84ffc21133de,Person,Khánh Vy,"{""name"": ""Khánh Vy"", ""role"": ""MC"", ""job"": ""Trình diễn chương trình""}"
25,019a953a-05b6-75d2-9348-84ffc21133de,Organization,Đường Lên Đỉnh Olympia,"{""name"": ""Đường Lên Đỉnh Olympia"", ""profession"": ""Chương trình thi trí tuệ""}"
26,019a953a-05b6-75d2-9348-84ffc21133de,Event,Câu hỏi Toán học tháng 5 năm 22,"{""name"": ""Câu hỏi Toán học tháng 5 năm 22"", ""summary"": ""Bài toán con bò ăn cỏ""}"
27,019a953a-0dff-70d3-a625-3897ff1ab3ed,Person,Việt Hoa,"{""name"": ""Việt Hoa"", ""role"": ""Diễn viên"", ""job"": ""Diễn viên chính"", ""position"": ""Ngân""}"
28,019a953a-0dff-70d3-a625-3897ff1ab3ed,Person,Denis Đặng,"{""name"": ""Denis Đặng"", ""role"": ""Diễn viên"", ""job"": ""Diễn viên chính"", ""position"": ""Trường""}"
29,019a953a-0dff-70d3-a625-3897ff1ab3ed,Event,Cảnh nóng tập 24,"{""name"": ""Cảnh nóng tập 24"", ""summary"": ""Cảnh ân ái giữa Ngân và Trường""}"
30,019a953a-0dff-70d3-a625-3897ff1ab3ed,Organization,Gió Ngang Khoảng Trời Xanh,"{""name"": ""Gió Ngang Khoảng Trời Xanh"", ""profession"": ""Phim truyền hình""}"
31,019a953a-19e4-7270-a648-12b2fca50ea3,Person,Erling Haaland,"{""name"": ""Erling Haaland"", ""role"": ""Cầu thủ"", ""job"": ""Tiền đạo"", ""position"": ""Tiền đạo"", ""date_of_birth"": ""1998-07-21"", ""ranking"": ""Cầu thủ ghi bàn nhiều nhất giải"", ""action"": ""Ghi bàn mở tỷ số, cú đúp""}"
32,019a953a-19e4-7270-a648-12b2fca50ea3,Person,Phil Foden,"{""name"": ""Phil Foden"", ""role"": ""Cầu thủ"", ""job"": ""Tiền vệ"", ""position"": ""Tiền vệ"", ""action"": ""Kiến tạo bàn mở tỷ số""}"
33,019a953a-19e4-7270-a648-12b2fca50ea3,Person,Jordan Teze,"{""name"": ""Jordan Teze"", ""role"": ""Cầu thủ"", ""job"": ""Tiền vệ"", ""position"": ""Tiền vệ"", ""action"": ""Ghi bàn gỡ hòa từ sút xa""}"
34,019a953a-19e4-7270-a648-12b2fca50ea3,Person,Eric Dier,"{""name"": ""Eric Dier"", ""role"": ""Cầu thủ"", ""job"": ""Hậu vệ"", ""position"": ""Hậu vệ"", ""action"": ""Phạm lỗi dẫn đến phạt đền, dứt điểm thành công""}"
35,019a953a-19e4-7270-a648-12b2fca50ea3,Person,Pep Guardiola,"{""name"": ""Pep Guardiola"", ""role"": ""Huấn luyện viên"", ""job"": ""HLV đội bóng"", ""position"": ""HLV trưởng"", ""action"": ""Nhận xét sau trận, thừa nhận thiếu dứt điểm""}"
36,019a953a-19e4-7270-a648-12b2fca50ea3,Person,Adi Hütter,"{""name"": ""Adi Hütter"", ""role"": ""Huấn luyện viên"", ""job"": ""HLV đội bóng"", ""position"": ""HLV trưởng"", ""action"": ""Phát biểu tự hào về tinh thần đội bóng""}"
37,019a953a-19e4-7270-a648-12b2fca50ea3,Person,Philipp Köhn,"{""name"": ""Philipp Köhn"", ""role"": ""Cầu thủ"", ""job"": ""Thủ môn"", ""position"": ""Thủ môn"", ""action"": ""Cứu thua nhiều lần""}"
38,019a953a-19e4-7270-a648-12b2fca50ea3,Person,Nico Gonzalez,"{""name"": ""Nico Gonzalez"", ""role"": ""Cầu thủ"", ""job"": ""Hậu vệ"", ""position"": ""Hậu vệ"", ""action"": ""Phạm lỗi dẫn đến phạt đền""}"
39,019a953a-19e4-7270-a648-12b2fca50ea3,Person,Donnarumma,"{""name"": ""Donnarumma"", ""role"": ""Cầu thủ"", ""job"": ""Thủ môn"", ""position"": ""Thủ môn"", ""action"": ""Kêu gọi đồng đội tập trung""}"
40,019a953a-19e4-7270-a648-12b2fca50ea3,Organization,Man City,"{""name"": ""Man City"", ""profession"": ""Đội bóng bóng đá"", ""addresss"": ""Manchester, Anh""}"
41,019a953a-19e4-7270-a648-12b2fca50ea3,Organization,Monaco,"{""name"": ""Monaco"", ""profession"": ""Đội bóng bóng đá"", ""addresss"": ""Monaco, châu Âu""}"
42,019a953a-19e4-7270-a648-12b2fca50ea3,Event,Trận đấu Champions League,"{""name"": ""Trận đấu Champions League"", ""summary"": ""Man City vs Monaco, hòa 2-2""}"
43,019a953a-2478-7432-811b-dbe9ff38e3bd,Person,Jennifer Kavanagh,"{""name"": ""Jennifer Kavanagh"", ""role"": ""Nghiên cứu viên cao cấp"", ""organization"": ""Viện Nghiên cứu Ưu tiên Quốc phòng""}"
44,019a953a-2478-7432-811b-dbe9ff38e3bd,Person,Thomas Shugart,"{""name"": ""Thomas Shugart"", ""job"": ""Cựu sĩ quan Hải quân Mỹ"", ""organization"": ""Trung tâm An ninh Hoa Kỳ Mới""}"
45,019a953a-2478-7432-811b-dbe9ff38e3bd,Person,Decker Eveleth,"{""name"": ""Decker Eveleth"", ""organization"": ""CNA"", ""profession"": ""Nhà nghiên cứu theo dõi lực lượng tên lửa Trung Quốc""}"
46,019a953a-2478-7432-811b-dbe9ff38e3bd,Person,David C. Logan,"{""name"": ""David C. Logan"", ""job"": ""Phó giáo sư"", ""organization"": ""Trường Luật và Ngoại giao Fletcher, Đại học Tufts"", ""profession"": ""Chuyên nghiên cứu lực lượng hạt nhân và tên lửa Trung Quốc""}"
47,019a953a-2478-7432-811b-dbe9ff38e3bd,Organization,Lữ đoàn 611,"{""name"": ""Lữ đoàn 611"", ""profession"": ""Lực lượng tên lửa Trung Quốc"", ""addresss"": ""Bờ biển phía Đông Trung Quốc""}"
48,019a953a-2478-7432-811b-dbe9ff38e3bd,Organization,Lữ đoàn 616,"{""name"": ""Lữ đoàn 616"", ""profession"": ""Lực lượng tên lửa Trung Quốc"", ""addresss"": ""Tỉnh Giang Tây, Trung Quốc""}"
49,019a953a-2478-7432-811b-dbe9ff38e3bd,Organization,Lầu Năm Góc,"{""name"": ""Lầu Năm Góc"", ""profession"": ""Bộ Quốc phòng Hoa Kỳ""}"
50,019a953a-2478-7432-811b-dbe9ff38e3bd,Event,Triển khai tên lửa tại bờ biển phía Đông,"{""name"": ""Triển khai tên lửa tại bờ biển phía Đông"", ""summary"": ""Trung Quốc mở rộng căn cứ tên lửa, triển khai DF-17, DF-26""}"
51,019a953a-2478-7432-811b-dbe9ff38e3bd,Event,Cuộc duyệt binh tháng 9 tại Bắc Kinh,"{""name"": ""Cuộc duyệt binh tháng 9 tại Bắc Kinh"", ""summary"": ""Công khai tên lửa siêu thanh, đạn đạo xuyên lục địa""}"
52,019a953a-2478-7432-811b-dbe9ff38e3bd,Event,Tập trận tên lửa dọc bờ biển phía Đông,"{""name"": ""Tập trận tên lửa dọc bờ biển phía Đông"", ""summary"": ""Tập trận tại nông nghiệp, thung lũng, mỏm đá ven biển""}"
53,019a953a-2fde-7240-9c77-b2382c61c0cf,Person,P.T.M.T,"{""name"": ""P.T.M.T"", ""date_of_birth"": ""1975"", ""addresss"": ""Lào Cai""}"
54,019a953a-2fde-7240-9c77-b2382c61c0cf,Organization,"Phòng An ninh mạng và phòng, chống tội phạm sử dụng công nghệ cao Công an tỉnh Lào Cai","{""name"": ""Phòng An ninh mạng và phòng, chống tội phạm sử dụng công nghệ cao Công an tỉnh Lào Cai"", ""profession"": ""Cơ quan công an""}"
55,019a953a-2fde-7240-9c77-b2382c61c0cf,Event,Lừa đảo đầu tư tiền ảo,"{""name"": ""Lừa đảo đầu tư tiền ảo"", ""summary"": ""Lừa đảo qua sàn giao dịch MT4, MT5""}"
56,019a953a-2fde-7240-9c77-b2382c61c0cf,Person,Đối tượng lừa đảo,"{""name"": ""Đối tượng lừa đảo""}"
57,019a953a-414d-79e3-9bbf-26d0842095d2,Person,Đức Phúc,"{""name"": ""Đức Phúc"", ""job"": ""Ca sĩ"", ""position"": ""Quán quân Intervision 2025"", ""date_of_birth"": ""Không có thông tin"", ""action"": ""Bị sử dụng hình ảnh trái phép để quảng bá tiền điện tử""}"
58,019a953a-414d-79e3-9bbf-26d0842095d2,Organization,Ekip Đức Phúc,"{""name"": ""Ekip Đức Phúc"", ""profession"": ""Quản lý nghệ sĩ"", ""action"": ""Đính chính thông tin sai lệch, cảnh báo người dùng""}"
59,019a953a-414d-79e3-9bbf-26d0842095d2,Event,Intervision 2025,"{""name"": ""Intervision 2025"", ""summary"": ""Chiến thắng tại đấu trường quốc tế""}"
60,019a953a-414d-79e3-9bbf-26d0842095d2,Organization,Sàn giao dịch tiền điện tử,"{""name"": ""Sàn giao dịch tiền điện tử"", ""profession"": ""Hoạt động giao dịch tiền điện tử"", ""action"": ""Sử dụng hình ảnh Đức Phúc trái phép""}"
61,019a953a-5e5d-7c40-8338-c3117d1c9511,Event,Lịch âm ngày 2/10/2025,"{""name"": ""Lịch âm ngày 2/10/2025"", ""summary"": ""Ngày Thiên hình hắc đạo, Giáp Thìn, Đại Hung""}"
62,019a953a-5e5d-7c40-8338-c3117d1c9511,Person,Lý Thuần Phong,"{""name"": ""Lý Thuần Phong""}"
63,019a953a-5e5d-7c40-8338-c3117d1c9511,Organization,Báo Điện tử VTC News,"{""name"": ""Báo Điện tử VTC News""}"
64,019a953a-84e4-72f3-aebf-fb3dd0a558f5,Person,Faiq Bolkiah,"{""name"": ""Faiq Bolkiah"", ""date_of_birth"": ""1998"", ""role"": ""Cầu thủ bóng đá"", ""job"": ""Thi đấu cho CLB Chonburi"", ""position"": ""Cầu thủ"", ""action"": ""Khoác áo đội trẻ Chelsea, Leicester City""}"
65,019a953a-84e4-72f3-aebf-fb3dd0a558f5,Person,Lionel Messi,"{""name"": ""Lionel Messi"", ""job"": ""Thi đấu cho Inter Miami"", ""position"": ""Cầu thủ"", ""role"": ""Gương mặt đại diện thương hiệu toàn cầu"", ""action"": ""Đầu tư vào chuỗi khách sạn, cửa hàng thời trang, dự án kinh doanh""}"
66,019a953a-84e4-72f3-aebf-fb3dd0a558f5,Organization,Chelsea,"{""name"": ""Chelsea"", ""profession"": ""Câu lạc bộ bóng đá""}"
67,019a953a-84e4-72f3-aebf-fb3dd0a558f5,Organization,Leicester City,"{""name"": ""Leicester City"", ""profession"": ""Câu lạc bộ bóng đá""}"
68,019a953a-84e4-72f3-aebf-fb3dd0a558f5,Organization,Chonburi,"{""name"": ""Chonburi"", ""profession"": ""Câu lạc bộ bóng đá"", ""addresss"": ""Thai League""}"
69,019a953a-84e4-72f3-aebf-fb3dd0a558f5,Organization,Inter Miami,"{""name"": ""Inter Miami"", ""profession"": ""Câu lạc bộ bóng đá"", ""addresss"": ""Mỹ""}"
70,019a953a-84e4-72f3-aebf-fb3dd0a558f5,Event,Cầu thủ giàu nhất thế giới,"{""name"": ""Cầu thủ giàu nhất thế giới"", ""summary"": ""Faiq Bolkiah dẫn đầu""}"
71,019a953a-9522-7a12-afb8-cb074b2022cc,Person,Ông bà già,"{""name"": ""Ông bà già"", ""role"": ""Người dân bị mắc kẹt"", ""action"": ""Ngồi trên nóc nhà chờ cứu trợ""}"
72,019a953a-9522-7a12-afb8-cb074b2022cc,Person,Thái phụ 38 tuần,"{""name"": ""Thái phụ 38 tuần"", ""role"": ""Phụ nữ mang thai"", ""action"": ""Cần được giúp đỡ khẩn cấp do ngập lụt""}"
73,019a953a-9522-7a12-afb8-cb074b2022cc,Person,Hộ dân,"{""name"": ""Hộ dân"", ""role"": ""Người dân bị ngập"", ""action"": ""Xin cứu trợ lương thực, nước uống""}"
74,019a953a-9522-7a12-afb8-cb074b2022cc,Organization,Công an phường Hà Giang 1,"{""name"": ""Công an phường Hà Giang 1"", ""profession"": ""Lực lượng chức năng cứu hộ""}"
75,019a953a-9522-7a12-afb8-cb074b2022cc,Organization,Công an phường Hà Giang 2,"{""name"": ""Công an phường Hà Giang 2"", ""profession"": ""Lực lượng chức năng cứu hộ""}"
76,019a953a-9522-7a12-afb8-cb074b2022cc,Organization,Công an xã Ngọc Đường,"{""name"": ""Công an xã Ngọc Đường"", ""profession"": ""Lực lượng chức năng cứu hộ""}"
77,019a953a-9522-7a12-afb8-cb074b2022cc,Organization,Phòng Cảnh sát cơ động,"{""name"": ""Phòng Cảnh sát cơ động"", ""profession"": ""Lực lượng cứu hộ""}"
78,019a953a-9522-7a12-afb8-cb074b2022cc,Organization,Phòng Cảnh sát giao thông,"{""name"": ""Phòng Cảnh sát giao thông"", ""profession"": ""Lực lượng cứu hộ""}"
79,019a953a-9522-7a12-afb8-cb074b2022cc,Organization,Phòng Cảnh sát PCCC&CNCH,"{""name"": ""Phòng Cảnh sát PCCC&CNCH"", ""profession"": ""Lực lượng cứu hộ""}"
80,019a953a-9522-7a12-afb8-cb074b2022cc,Organization,Phòng Tham mưu,"{""name"": ""Phòng Tham mưu"", ""profession"": ""Lực lượng cứu hộ""}"
81,019a953a-9522-7a12-afb8-cb074b2022cc,Organization,Trung tâm Thông tin chỉ huy Công an tỉnh,"{""name"": ""Trung tâm Thông tin chỉ huy Công an tỉnh"", ""profession"": ""Lực lượng cứu hộ""}"
82,019a953a-9522-7a12-afb8-cb074b2022cc,Organization,Bệnh viện Phổi Hà Giang,"{""name"": ""Bệnh viện Phổi Hà Giang"", ""profession"": ""Đơn vị y tế""}"
83,019a953a-9522-7a12-afb8-cb074b2022cc,Event,Ngập lụt tại Tuyên Quang,"{""name"": ""Ngập lụt tại Tuyên Quang"", ""summary"": ""Nước dâng cao, ngập sâu, người dân cầu cứu""}"
84,019a953a-a4bb-79b3-81fa-5d249489abaa,Person,Jensen Huang,"{""name"": ""Jensen Huang"", ""role"": ""CEO của NVIDIA"", ""job"": ""Lãnh đạo doanh nghiệp"", ""position"": ""CEO"", ""action"": ""Khẳng định nhu cầu lao động nghề thủ công, đầu tư 100 triệu USD vào OpenAI""}"
85,019a953a-a4bb-79b3-81fa-5d249489abaa,Person,Larry Fink,"{""name"": ""Larry Fink"", ""role"": ""CEO của BlackRock"", ""job"": ""Lãnh đạo tài chính"", ""position"": ""CEO"", ""action"": ""Lo ngại thiếu hụt lao động nghề thủ công, cảnh báo Nhà Trắng""}"
86,019a953a-a4bb-79b3-81fa-5d249489abaa,Person,Jacob Palmer,"{""name"": ""Jacob Palmer"", ""role"": ""Thợ điện, doanh nhân trẻ"", ""job"": ""Kỹ thuật viên nghề"", ""position"": ""Chủ doanh nghiệp"", ""action"": ""Tốt nghiệp trung học, học nghề, khởi nghiệp, thu nhập sáu con số""}"
87,019a953a-a4bb-79b3-81fa-5d249489abaa,Organization,NVIDIA,"{""name"": ""NVIDIA"", ""profession"": ""Công ty sản xuất chip"", ""addresss"": ""Không có thông tin cụ thể""}"
88,019a953a-a4bb-79b3-81fa-5d249489abaa,Organization,OpenAI,"{""name"": ""OpenAI"", ""profession"": ""Công ty phát triển AI"", ""addresss"": ""Không có thông tin cụ thể""}"
89,019a953a-a4bb-79b3-81fa-5d249489abaa,Organization,BlackRock,"{""name"": ""BlackRock"", ""profession"": ""Công ty quản lý tài sản"", ""addresss"": ""Không có thông tin cụ thể""}"
90,019a953a-a4bb-79b3-81fa-5d249489abaa,Event,Đầu tư 100 triệu USD vào OpenAI,"{""name"": ""Đầu tư 100 triệu USD vào OpenAI"", ""summary"": ""NVIDIA đầu tư vào OpenAI""}"
91,019a953a-a4bb-79b3-81fa-5d249489abaa,Event,Thiếu hụt lao động nghề thủ công,"{""name"": ""Thiếu hụt lao động nghề thủ công"", ""summary"": ""Thiếu thợ điện, thợ ống nước""}"
92,019a953a-a4bb-79b3-81fa-5d249489abaa,Event,Bùng nổ trung tâm dữ liệu,"{""name"": ""Bùng nổ trung tâm dữ liệu"", ""summary"": ""Tăng trưởng trung tâm dữ liệu""}"
93,019a953a-acaa-7000-8657-13557f78c6c9,Person,Cúc Tịnh Y,"{""name"": ""Cúc Tịnh Y"", ""role"": ""Diễn viên"", ""job"": ""Nữ diễn viên"", ""position"": ""Mỹ nhân"", ""date_of_birth"": ""1994"", ""action"": ""Tham dự Tuần lễ thời trang Milan, bị chỉ trích vì ảnh chỉnh sửa, dùng tóc giả, độn vai, trang điểm đậm""}"
94,019a953a-acaa-7000-8657-13557f78c6c9,Event,Tuần lễ thời trang Milan,"{""name"": ""Tuần lễ thời trang Milan"", ""summary"": ""Sự kiện thời trang lớn, Cúc Tịnh Y gây tranh cãi""}"
95,019a953a-acaa-7000-8657-13557f78c6c9,Organization,Studio,"{""name"": ""Studio"", ""profession"": ""Chỉnh sửa ảnh""}"
96,019a953a-acaa-7000-8657-13557f78c6c9,Person,Bạch Lộc,"{""name"": ""Bạch Lộc"", ""role"": ""Diễn viên"", ""job"": ""Mỹ nhân 9x""}"
97,019a953a-acaa-7000-8657-13557f78c6c9,Person,Quan Hiểu Đồng,"{""name"": ""Quan Hiểu Đồng"", ""role"": ""Diễn viên"", ""job"": ""Mỹ nhân 9x""}"
98,019a953a-acaa-7000-8657-13557f78c6c9,Person,Trương Tịnh Nghi,"{""name"": ""Trương Tịnh Nghi"", ""role"": ""Diễn viên"", ""job"": ""Mỹ nhân 9x""}"
99,019a953a-acaa-7000-8657-13557f78c6c9,Person,Netizen,"{""name"": ""Netizen"", ""role"": ""Người xem mạng"", ""action"": ""Phát hiện ảnh chỉnh sửa, tố độn vai, dùng tóc giả, trang điểm giả mạo""}"
100,019a953a-bba6-71f2-b537-d8a6aa2c7494,Person,Đoàn Như Phú,"{""name"": ""Đoàn Như Phú"", ""role"": ""Người chia sẻ, người làm video"", ""job"": ""Kênh Độc Lạ Bình Dương""}"
101,019a953a-bba6-71f2-b537-d8a6aa2c7494,Person,Anh Hải,"{""name"": ""Anh Hải"", ""role"": ""Chủ trang trại gà"", ""job"": ""Nuôi và kinh doanh gà Đông Tảo""}"
102,019a953a-bba6-71f2-b537-d8a6aa2c7494,Organization,Trang trại gà Quang Hải,"{""name"": ""Trang trại gà Quang Hải"", ""profession"": ""Nuôi gà Đông Tảo""}"
103,019a953a-bba6-71f2-b537-d8a6aa2c7494,Event,Bán gà Đông Tảo đột biến,"{""name"": ""Bán gà Đông Tảo đột biến"", ""summary"": ""Gà không lông giá 500 triệu""}"
104,019a953a-bba6-71f2-b537-d8a6aa2c7494,Person,Người xem video,"{""name"": ""Người xem video"", ""action"": ""Bình luận, tò mò, hiếu kỳ""}"
105,019a953a-ce21-7912-8209-5bf0dc7bab6b,Person,Lương Thùy Linh,"{""name"": ""Lương Thùy Linh"", ""job"": ""Hoa hậu"", ""date_of_birth"": ""2000"", ""action"": ""Chia sẻ hình ảnh nhà bị ngập, đóng góp quỹ cứu trợ, hoãn hoạt động từ thiện Trung thu để đảm bảo an toàn""}"
106,019a953a-ce21-7912-8209-5bf0dc7bab6b,Organization,Quỹ cứu trợ tỉnh Cao Bằng,"{""name"": ""Quỹ cứu trợ tỉnh Cao Bằng"", ""profession"": ""Tổ chức cứu trợ thiên tai""}"
107,019a953a-ce21-7912-8209-5bf0dc7bab6b,Event,Bão số 10 và lũ lụt tại Cao Bằng,"{""name"": ""Bão số 10 và lũ lụt tại Cao Bằng"", ""summary"": ""Lũ lụt, sạt lở, thiệt hại người và tài sản""}"
108,019a953a-ce21-7912-8209-5bf0dc7bab6b,Person,Đức Phúc,"{""name"": ""Đức Phúc"", ""job"": ""Ca sĩ"", ""action"": ""Đóng góp 1 tỷ đồng""}"
109,019a953a-ce21-7912-8209-5bf0dc7bab6b,Person,Mỹ Tâm,"{""name"": ""Mỹ Tâm"", ""job"": ""Ca sĩ"", ""action"": ""Đóng góp 500 triệu đồng""}"
110,019a953a-ce21-7912-8209-5bf0dc7bab6b,Person,Ngọc Trinh,"{""name"": ""Ngọc Trinh"", ""job"": ""Người mẫu"", ""action"": ""Đóng góp 300 triệu đồng""}"
111,019a953a-ce21-7912-8209-5bf0dc7bab6b,Person,Hoà Minzy,"{""name"": ""Hoà Minzy"", ""job"": ""Ca sĩ"", ""action"": ""Đóng góp 300 triệu đồng""}"
112,019a953a-ce21-7912-8209-5bf0dc7bab6b,Person,Jun Phạm,"{""name"": ""Jun Phạm"", ""job"": ""Diễn viên"", ""action"": ""Đóng góp 200 triệu đồng""}"
113,019a953a-ce21-7912-8209-5bf0dc7bab6b,Person,Erik,"{""name"": ""Erik"", ""job"": ""Ca sĩ"", ""action"": ""Đóng góp 100 triệu đồng""}"
114,019a953a-ce21-7912-8209-5bf0dc7bab6b,Person,Diệp Lâm Anh,"{""name"": ""Diệp Lâm Anh"", ""job"": ""Diễn viên"", ""action"": ""Đóng góp 100 triệu đồng""}"
115,019a953a-ce21-7912-8209-5bf0dc7bab6b,Person,Hương Giang,"{""name"": ""Hương Giang"", ""job"": ""Hoa hậu, ca sĩ"", ""action"": ""Đóng góp 100 triệu đồng""}"
116,019a953a-ce21-7912-8209-5bf0dc7bab6b,Person,Phạm Quỳnh Anh,"{""name"": ""Phạm Quỳnh Anh"", ""job"": ""Ca sĩ"", ""action"": ""Đóng góp 50 triệu đồng""}"
117,019a953a-ce21-7912-8209-5bf0dc7bab6b,Person,Bích Phương,"{""name"": ""Bích Phương"", ""job"": ""Ca sĩ"", ""action"": ""Đóng góp 100 triệu đồng""}"
118,019a953a-ce21-7912-8209-5bf0dc7bab6b,Person,Ngọc Thanh Tâm,"{""name"": ""Ngọc Thanh Tâm"", ""job"": ""Diễn viên"", ""action"": ""Đóng góp 100 triệu đồng""}"
119,019a953a-ce21-7912-8209-5bf0dc7bab6b,Person,Duy Khánh,"{""name"": ""Duy Khánh"", ""job"": ""Diễn viên"", ""action"": ""Đóng góp 50 triệu đồng""}"
120,019a953a-dcc9-7af3-8587-1835fde56467,Person,Cẩm Tú,"{""name"": ""Cẩm Tú"", ""addresss"": ""Hà Nội"", ""role"": ""Du khách"", ""job"": ""Không có"", ""position"": ""Không có"", ""date_of_birth"": ""Không có"", ""ranking"": ""Không có"", ""action"": ""Chia sẻ trải nghiệm du lịch tại Hàn Quốc, gặp khó khăn khi sử dụng ổ cắm điện""}"
121,019a953a-dcc9-7af3-8587-1835fde56467,Organization,KS C8305,"{""name"": ""KS C8305"", ""addresss"": ""Hàn Quốc"", ""profession"": ""Tiêu chuẩn quản lý hệ thống ổ cắm điện""}"
122,019a953a-dcc9-7af3-8587-1835fde56467,Event,Du khách gặp sự cố ổ cắm tại Hàn Quốc,"{""name"": ""Du khách gặp sự cố ổ cắm tại Hàn Quốc"", ""summary"": ""Du khách không dùng được ổ cắm do không phù hợp loại chuyển đổi""}"
123,019a953a-e52f-7b13-b12d-711f45eab8bb,Person,Dmitry Peskov,"{""name"": ""Dmitry Peskov"", ""role"": ""Người phát ngôn Điện Kremlin""}"
124,019a953a-e52f-7b13-b12d-711f45eab8bb,Person,Hegseth,"{""name"": ""Hegseth"", ""job"": ""Bộ trưởng Chiến tranh Mỹ""}"
125,019a953a-e52f-7b13-b12d-711f45eab8bb,Person,Donald Trump,"{""name"": ""Donald Trump"", ""position"": ""Tổng thống Mỹ""}"
126,019a953a-e52f-7b13-b12d-711f45eab8bb,Person,Dmitry Medvedev,"{""name"": ""Dmitry Medvedev"", ""position"": ""Phó Chủ tịch Hội đồng An ninh Nga""}"
127,019a953a-e52f-7b13-b12d-711f45eab8bb,Organization,Điện Kremlin,"{""name"": ""Điện Kremlin"", ""profession"": ""Tổ chức chính trị hàng đầu Nga""}"
128,019a953a-e52f-7b13-b12d-711f45eab8bb,Organization,Bộ Chiến tranh Mỹ,"{""name"": ""Bộ Chiến tranh Mỹ"", ""profession"": ""Cơ quan quân sự hàng đầu Hoa Kỳ""}"
129,019a953a-e52f-7b13-b12d-711f45eab8bb,Event,Tuyên bố ngoại giao Mỹ về Nga,"{""name"": ""Tuyên bố ngoại giao Mỹ về Nga"", ""summary"": ""Tàu ngầm Mỹ đến gần Nga""}"
